_ID;age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;y
3975;34;services;married;secondary;no;-315;yes;no;unknown;8;may;56;2;-1;0;unknown;no
3976;48;management;married;tertiary;yes;-13;yes;no;cellular;15;may;20;6;291;2;other;no
3977;37;admin.;married;tertiary;no;801;no;no;cellular;11;aug;331;7;-1;0;unknown;no
3978;66;retired;married;tertiary;no;1948;no;no;cellular;28;jan;216;1;91;4;success;yes
3979;32;management;single;tertiary;no;751;yes;no;unknown;8;may;64;1;-1;0;unknown;no
3980;45;blue-collar;married;secondary;no;784;yes;yes;unknown;3;jun;34;1;-1;0;unknown;no
3981;43;blue-collar;single;secondary;no;24;no;no;cellular;12;may;68;1;363;1;failure;no
3982;41;management;married;tertiary;no;72;yes;no;unknown;7;may;764;3;-1;0;unknown;no
3983;40;technician;divorced;tertiary;no;1871;yes;no;cellular;17;nov;64;1;-1;0;unknown;no
3984;44;services;single;secondary;no;1378;yes;no;unknown;8;may;257;2;-1;0;unknown;no
3985;43;blue-collar;married;primary;no;188;yes;no;cellular;12;may;58;3;347;5;failure;no
3986;30;unknown;single;tertiary;no;6836;no;no;cellular;27;feb;30;3;-1;0;unknown;no
3987;32;services;married;secondary;no;61;yes;no;cellular;8;jul;529;5;-1;0;unknown;no
3988;57;admin.;married;secondary;no;-967;yes;no;telephone;15;may;8;7;-1;0;unknown;no
3989;31;blue-collar;single;tertiary;no;462;yes;yes;unknown;19;may;147;1;-1;0;unknown;no
3990;49;unknown;married;secondary;no;0;no;no;cellular;28;aug;173;2;-1;0;unknown;no
3991;31;admin.;single;secondary;no;5527;yes;no;unknown;21;may;132;1;-1;0;unknown;no
3992;41;admin.;married;tertiary;no;1287;no;no;unknown;16;jun;286;1;-1;0;unknown;no
3993;44;management;married;tertiary;no;17361;no;no;unknown;18;jun;476;1;-1;0;unknown;no
3994;54;entrepreneur;married;unknown;no;1956;no;no;cellular;19;nov;221;5;-1;0;unknown;no
3995;37;blue-collar;divorced;secondary;no;0;yes;no;cellular;21;apr;146;4;-1;0;unknown;yes
3996;34;management;married;secondary;no;-294;yes;no;unknown;27;may;532;2;-1;0;unknown;no
3997;43;technician;married;secondary;no;275;no;no;cellular;25;aug;69;6;-1;0;unknown;no
3998;44;management;married;tertiary;no;724;yes;no;cellular;17;nov;157;2;172;1;failure;no
3999;44;services;married;secondary;no;27;no;no;cellular;25;may;485;1;-1;0;unknown;no
4000;53;admin.;divorced;secondary;no;26;yes;no;cellular;7;may;56;1;359;1;failure;no
4001;36;technician;married;secondary;no;191;no;no;cellular;31;aug;69;1;-1;0;unknown;no
4002;58;technician;divorced;secondary;no;-123;no;no;cellular;5;aug;131;2;-1;0;unknown;no
4003;26;student;single;secondary;no;-147;no;no;unknown;4;jun;95;2;-1;0;unknown;no
4004;34;technician;single;secondary;no;179;no;no;cellular;19;aug;294;3;-1;0;unknown;no
4005;55;blue-collar;married;primary;no;1086;yes;no;cellular;6;may;146;1;272;2;failure;no
4006;55;blue-collar;married;secondary;no;471;yes;no;unknown;30;may;58;2;-1;0;unknown;no
4007;34;entrepreneur;married;tertiary;no;105;yes;no;unknown;28;may;249;2;-1;0;unknown;no
4008;41;entrepreneur;divorced;secondary;no;1588;yes;yes;unknown;20;jun;10;8;-1;0;unknown;no
4009;38;housemaid;divorced;secondary;no;70;no;no;cellular;27;oct;255;3;148;1;success;yes
4010;28;blue-collar;single;secondary;no;2700;no;no;cellular;3;feb;337;4;-1;0;unknown;no
4011;41;technician;married;secondary;no;1602;yes;no;cellular;2;jun;142;1;-1;0;unknown;no
4012;30;admin.;married;tertiary;no;0;yes;no;cellular;24;jul;209;2;-1;0;unknown;no
4013;39;technician;married;unknown;no;839;no;no;unknown;30;may;825;2;-1;0;unknown;no
4014;41;admin.;married;secondary;no;21515;yes;no;unknown;5;jun;87;1;-1;0;unknown;no
4015;36;technician;married;secondary;no;5902;yes;no;unknown;23;may;219;4;-1;0;unknown;no
4016;37;management;married;tertiary;no;547;yes;yes;unknown;21;may;143;1;-1;0;unknown;no
4017;59;self-employed;married;tertiary;no;3800;no;yes;cellular;9;jul;70;1;-1;0;unknown;no
4018;26;technician;single;secondary;no;261;yes;no;unknown;27;may;371;2;-1;0;unknown;no
4019;43;technician;married;secondary;no;0;yes;yes;cellular;4;feb;539;8;204;5;failure;no
4020;42;management;married;secondary;yes;-34;no;no;cellular;5;feb;176;1;-1;0;unknown;no
4021;46;blue-collar;married;unknown;no;9328;yes;no;cellular;5;may;725;3;-1;0;unknown;yes
4022;31;admin.;married;secondary;no;5;yes;yes;cellular;16;jul;101;7;-1;0;unknown;no
4023;43;unemployed;married;secondary;no;3529;no;no;cellular;5;feb;169;2;-1;0;unknown;no
4024;48;blue-collar;single;tertiary;no;2330;yes;no;unknown;4;jun;15;1;-1;0;unknown;no
4025;41;blue-collar;married;secondary;no;1334;yes;no;cellular;20;apr;234;5;-1;0;unknown;no
4026;32;self-employed;married;tertiary;no;3601;no;no;cellular;22;aug;171;15;-1;0;unknown;no
4027;45;technician;married;tertiary;no;265;no;no;cellular;28;aug;14;3;-1;0;unknown;no
4028;52;admin.;single;unknown;no;2227;no;no;cellular;24;feb;242;2;-1;0;unknown;yes
4029;37;self-employed;married;secondary;no;487;no;yes;cellular;27;aug;155;15;-1;0;unknown;no
4030;38;blue-collar;divorced;secondary;no;0;yes;no;cellular;11;may;580;1;173;1;failure;no
4031;36;services;single;secondary;no;174;yes;no;unknown;7;may;223;2;-1;0;unknown;no
4032;58;retired;married;secondary;no;14412;no;no;cellular;18;nov;297;1;-1;0;unknown;no
4033;37;management;married;tertiary;no;3288;no;no;cellular;8;aug;124;2;-1;0;unknown;no
4034;30;technician;single;secondary;no;57;no;no;cellular;2;feb;465;2;-1;0;unknown;no
4035;47;technician;married;secondary;no;2246;yes;no;cellular;10;jul;330;1;-1;0;unknown;no
4036;40;technician;married;secondary;no;4441;yes;no;cellular;20;nov;153;2;183;2;failure;no
4037;42;management;divorced;tertiary;no;0;no;no;unknown;19;may;131;2;-1;0;unknown;no
4038;71;unknown;married;tertiary;no;353;no;no;cellular;27;jan;208;1;93;2;failure;no
4039;54;blue-collar;married;secondary;no;448;yes;yes;cellular;5;aug;98;1;-1;0;unknown;no
4040;53;entrepreneur;married;primary;no;27;yes;no;telephone;10;sep;230;3;-1;0;unknown;yes
4041;33;blue-collar;divorced;secondary;no;474;no;no;cellular;22;jul;400;2;-1;0;unknown;no
4042;30;technician;single;tertiary;no;1185;yes;no;cellular;30;apr;284;1;339;1;failure;no
4043;39;services;divorced;secondary;no;282;yes;no;cellular;17;jul;243;1;-1;0;unknown;no
4044;32;blue-collar;married;secondary;no;2;yes;no;cellular;15;may;16;9;309;1;failure;no
4045;34;technician;single;secondary;no;60;no;no;cellular;7;aug;274;2;-1;0;unknown;no
4046;39;self-employed;single;tertiary;no;3972;no;no;cellular;30;jul;122;3;-1;0;unknown;no
4047;75;retired;married;secondary;no;26452;no;no;telephone;15;jul;219;2;-1;0;unknown;no
4048;33;admin.;divorced;secondary;no;818;yes;yes;cellular;16;apr;301;3;-1;0;unknown;no
4049;40;services;married;secondary;no;9374;yes;no;cellular;21;nov;7;8;185;1;failure;no
4050;37;technician;married;unknown;no;47;no;no;unknown;19;jun;374;3;-1;0;unknown;no
4051;69;retired;married;primary;no;279;no;no;telephone;12;aug;26;1;-1;0;unknown;no
4052;52;unemployed;married;primary;no;20;yes;no;telephone;28;jan;172;1;-1;0;unknown;no
4053;31;admin.;divorced;secondary;no;360;no;no;cellular;15;may;332;1;297;2;other;no
4054;28;technician;single;secondary;no;1532;no;no;cellular;22;may;253;1;107;5;failure;no
4055;29;management;single;tertiary;no;1673;no;no;cellular;16;aug;200;2;159;3;other;no
4056;46;services;married;secondary;no;2420;no;no;cellular;19;nov;405;2;-1;0;unknown;no
4057;28;blue-collar;married;secondary;no;100;yes;yes;unknown;27;may;132;2;-1;0;unknown;no
4058;41;admin.;married;secondary;no;0;no;no;unknown;20;jun;89;1;-1;0;unknown;no
4059;42;technician;divorced;secondary;no;1533;no;yes;cellular;5;aug;86;1;-1;0;unknown;no
4060;34;admin.;single;secondary;no;296;no;no;cellular;7;jul;147;4;-1;0;unknown;no
4061;28;blue-collar;married;secondary;no;2788;yes;no;unknown;6;jun;369;2;-1;0;unknown;yes
4062;43;management;single;secondary;no;109;yes;no;unknown;27;may;64;3;-1;0;unknown;no
4063;32;technician;married;secondary;no;485;no;no;cellular;26;aug;98;14;-1;0;unknown;no
4064;33;technician;single;tertiary;no;125;no;no;telephone;29;aug;66;2;-1;0;unknown;no
4065;70;retired;married;secondary;no;616;no;no;cellular;27;apr;149;2;182;1;failure;no
4066;36;services;married;secondary;no;3064;yes;no;telephone;26;aug;240;3;107;4;failure;no
4067;53;technician;married;secondary;no;206;no;no;cellular;26;aug;87;6;-1;0;unknown;no
4068;30;blue-collar;single;secondary;no;6900;no;no;cellular;21;nov;816;1;-1;0;unknown;no
4069;45;services;divorced;secondary;no;-179;no;no;unknown;3;jul;155;2;-1;0;unknown;no
4070;31;services;single;secondary;no;481;yes;no;cellular;20;nov;106;2;183;2;failure;no
4071;28;admin.;married;secondary;no;12;yes;no;cellular;30;jan;73;3;256;3;other;no
4072;45;blue-collar;married;primary;no;0;no;no;unknown;23;may;574;5;-1;0;unknown;no
4073;51;management;married;tertiary;no;176;yes;yes;unknown;1;jun;8;1;687;2;failure;no
4074;53;management;married;primary;no;4086;no;no;unknown;20;jun;14;3;-1;0;unknown;no
4075;40;technician;married;secondary;no;257;yes;no;unknown;16;may;731;4;-1;0;unknown;no
4076;53;blue-collar;married;primary;no;53;yes;no;cellular;7;apr;208;1;140;1;failure;no
4077;31;blue-collar;divorced;secondary;no;6;yes;no;cellular;29;jan;821;1;-1;0;unknown;no
4078;30;management;married;tertiary;no;562;no;no;cellular;21;aug;137;4;-1;0;unknown;no
4079;53;entrepreneur;married;secondary;no;-118;yes;no;unknown;9;may;101;3;-1;0;unknown;no
4080;40;blue-collar;married;primary;no;2805;yes;no;cellular;14;may;173;6;353;23;failure;no
4081;26;management;single;secondary;no;565;yes;no;unknown;6;jun;582;11;-1;0;unknown;no
4082;47;blue-collar;married;secondary;no;0;yes;no;cellular;21;jul;676;1;-1;0;unknown;no
4083;51;management;married;tertiary;no;1612;no;no;cellular;16;mar;384;1;182;5;failure;no
4084;45;unemployed;married;primary;no;180;yes;yes;unknown;27;may;62;2;-1;0;unknown;no
4085;35;management;married;tertiary;no;0;yes;no;cellular;21;jul;295;3;-1;0;unknown;no
4086;36;management;single;tertiary;no;876;yes;no;unknown;23;may;241;2;-1;0;unknown;no
4087;57;admin.;married;secondary;no;2137;no;no;telephone;8;jul;132;7;-1;0;unknown;no
4088;42;blue-collar;married;primary;no;260;yes;no;telephone;31;jul;175;2;-1;0;unknown;no
4089;32;blue-collar;married;secondary;yes;-53;yes;no;cellular;16;apr;648;1;272;1;other;yes
4090;30;management;married;tertiary;no;944;no;no;cellular;29;oct;251;2;-1;0;unknown;yes
4091;36;technician;married;secondary;no;2394;no;no;cellular;14;aug;184;2;-1;0;unknown;no
4092;43;technician;married;secondary;no;297;yes;no;cellular;14;oct;119;3;-1;0;unknown;no
4093;69;retired;single;tertiary;no;2144;no;no;cellular;29;jul;417;1;184;4;success;yes
4094;31;technician;single;tertiary;no;969;no;no;cellular;15;jun;95;1;-1;0;unknown;no
4095;35;technician;married;secondary;no;0;no;no;cellular;14;jul;125;2;-1;0;unknown;no
4096;26;entrepreneur;married;tertiary;no;37;yes;yes;cellular;6;may;207;1;363;2;failure;no
4097;46;technician;married;secondary;no;410;no;yes;cellular;21;nov;162;5;-1;0;unknown;no
4098;30;technician;married;secondary;no;1211;yes;no;cellular;18;may;176;1;-1;0;unknown;no
4099;33;management;single;tertiary;no;71;no;no;cellular;22;aug;107;6;-1;0;unknown;no
4100;34;management;married;tertiary;no;436;yes;no;cellular;17;apr;28;1;345;1;failure;no
4101;48;blue-collar;married;primary;no;559;yes;no;unknown;15;may;1231;2;-1;0;unknown;no
4102;31;management;married;tertiary;no;1170;no;no;cellular;20;aug;200;4;-1;0;unknown;no
4103;46;management;divorced;tertiary;no;25;no;no;unknown;26;may;103;2;-1;0;unknown;no
4104;40;services;married;secondary;no;1325;no;no;unknown;11;jun;150;2;-1;0;unknown;no
4105;39;entrepreneur;married;secondary;no;0;no;no;cellular;21;nov;108;7;-1;0;unknown;no
4106;33;technician;single;secondary;no;647;yes;yes;cellular;4;feb;124;1;273;1;other;no
4107;50;blue-collar;married;primary;no;2142;yes;no;cellular;29;jan;309;2;224;1;other;no
4108;84;retired;divorced;primary;no;639;no;no;telephone;18;may;353;3;-1;0;unknown;yes
4109;40;blue-collar;married;primary;no;177;yes;yes;telephone;21;jul;742;4;-1;0;unknown;no
4110;55;management;married;tertiary;no;236;no;no;cellular;4;aug;200;1;-1;0;unknown;no
4111;40;services;divorced;secondary;no;1959;yes;no;unknown;30;may;177;1;-1;0;unknown;no
4112;46;admin.;married;primary;no;96;no;no;telephone;4;feb;151;2;-1;0;unknown;no
4113;43;self-employed;single;tertiary;no;0;no;no;unknown;19;jun;147;1;-1;0;unknown;no
4114;34;blue-collar;married;secondary;no;250;yes;no;unknown;29;may;193;6;-1;0;unknown;no
4115;35;technician;single;secondary;no;126;no;no;cellular;22;aug;112;2;-1;0;unknown;no
4116;57;retired;married;unknown;no;1621;yes;no;unknown;19;jun;108;1;-1;0;unknown;no
4117;25;student;single;secondary;no;8;no;no;cellular;22;apr;107;2;-1;0;unknown;yes
4118;32;self-employed;married;tertiary;no;189;yes;no;unknown;6;jun;106;2;-1;0;unknown;no
4119;52;retired;single;secondary;no;316;no;no;cellular;12;may;463;3;-1;0;unknown;no
4120;31;self-employed;single;tertiary;yes;-282;yes;no;cellular;20;nov;131;3;-1;0;unknown;no
4121;34;management;married;tertiary;no;-308;yes;no;cellular;30;apr;140;2;-1;0;unknown;no
4122;42;technician;divorced;secondary;no;248;no;no;cellular;19;aug;163;4;-1;0;unknown;no
4123;47;blue-collar;divorced;primary;no;126;yes;no;unknown;3;jun;2456;2;-1;0;unknown;yes
4124;50;self-employed;divorced;tertiary;no;13;yes;no;cellular;20;apr;76;1;-1;0;unknown;yes
4125;30;technician;married;secondary;no;-393;yes;yes;cellular;16;jul;435;1;-1;0;unknown;yes
4126;33;services;single;secondary;no;358;yes;no;cellular;7;may;302;1;356;3;failure;no
4127;56;technician;single;tertiary;no;917;no;no;unknown;9;jun;306;1;-1;0;unknown;no
4128;34;admin.;divorced;secondary;no;1268;yes;no;cellular;15;may;259;3;-1;0;unknown;no
4129;33;technician;married;secondary;no;-163;yes;yes;cellular;8;aug;502;2;-1;0;unknown;no
4130;32;management;single;tertiary;no;473;yes;no;cellular;11;may;72;2;361;1;other;no
4131;34;management;married;tertiary;no;4831;yes;no;cellular;4;feb;265;1;-1;0;unknown;no
4132;37;technician;married;secondary;no;1063;yes;no;cellular;31;jul;413;2;-1;0;unknown;no
4133;30;management;married;secondary;no;0;yes;no;cellular;12;may;756;3;-1;0;unknown;no
4134;29;blue-collar;married;secondary;no;424;yes;yes;unknown;14;may;241;2;-1;0;unknown;no
4135;56;unemployed;divorced;primary;no;802;no;no;telephone;3;feb;258;2;-1;0;unknown;no
4136;31;management;married;tertiary;no;430;yes;no;cellular;25;jul;137;16;-1;0;unknown;no
4137;59;unknown;married;unknown;no;3940;no;no;unknown;5;jun;48;2;-1;0;unknown;no
4138;36;housemaid;married;secondary;no;2880;no;no;unknown;12;jun;283;1;-1;0;unknown;no
4139;51;blue-collar;divorced;secondary;no;1069;yes;no;unknown;30;may;247;2;-1;0;unknown;no
4140;54;self-employed;divorced;primary;no;4382;yes;no;telephone;18;may;193;4;-1;0;unknown;no
4141;37;management;married;tertiary;no;0;no;no;cellular;11;mar;129;4;107;2;failure;no
4142;32;technician;married;tertiary;no;3939;no;no;cellular;8;aug;209;2;-1;0;unknown;no
4143;42;self-employed;married;tertiary;no;753;no;no;unknown;17;jun;31;1;-1;0;unknown;no
4144;29;blue-collar;married;secondary;no;358;no;no;cellular;21;jul;88;5;-1;0;unknown;no
4145;52;blue-collar;married;primary;no;1141;yes;no;cellular;12;may;22;5;-1;0;unknown;no
4146;40;technician;married;secondary;no;1259;no;no;unknown;20;may;234;5;-1;0;unknown;no
4147;30;services;married;secondary;no;227;no;yes;unknown;3;jun;23;1;-1;0;unknown;no
4148;55;entrepreneur;divorced;secondary;no;538;yes;no;cellular;7;aug;353;2;-1;0;unknown;yes
4149;49;management;married;tertiary;no;92;yes;no;unknown;6;may;221;2;-1;0;unknown;no
4150;33;technician;married;tertiary;no;8023;no;no;cellular;25;feb;196;1;87;4;failure;no
4151;32;services;single;secondary;no;2478;no;yes;cellular;20;nov;395;1;-1;0;unknown;no
4152;21;student;single;secondary;no;6844;no;no;cellular;14;aug;126;3;127;7;other;no
4153;42;technician;married;secondary;no;440;yes;no;cellular;3;feb;13;5;-1;0;unknown;no
4154;56;self-employed;married;secondary;no;800;no;yes;cellular;9;jul;170;1;-1;0;unknown;no
4155;39;unknown;single;secondary;no;914;no;no;unknown;5;jun;20;1;-1;0;unknown;no
4156;30;entrepreneur;single;secondary;no;638;no;no;cellular;14;jul;358;6;-1;0;unknown;no
4157;55;retired;married;secondary;no;159;no;no;cellular;28;aug;159;1;-1;0;unknown;no
4158;43;blue-collar;married;primary;no;483;yes;no;cellular;12;may;225;3;-1;0;unknown;no
4159;53;unemployed;married;secondary;no;94;no;no;cellular;10;aug;493;1;181;14;success;yes
4160;57;retired;married;secondary;no;1044;no;no;telephone;11;jan;585;1;192;2;success;yes
4161;39;self-employed;single;unknown;no;0;no;no;unknown;20;jun;13;11;-1;0;unknown;no
4162;56;technician;divorced;tertiary;no;401;yes;no;telephone;20;nov;26;1;-1;0;unknown;no
4163;29;services;single;unknown;no;33;no;no;unknown;1;jul;161;1;-1;0;unknown;no
4164;38;blue-collar;married;primary;no;506;yes;yes;unknown;12;jun;122;1;-1;0;unknown;no
4165;59;management;married;tertiary;no;1881;no;no;cellular;19;nov;456;2;-1;0;unknown;no
4166;42;technician;single;unknown;no;344;yes;no;unknown;3;jun;26;7;-1;0;unknown;no
4167;46;blue-collar;married;primary;no;0;yes;no;unknown;12;may;51;9;-1;0;unknown;no
4168;31;admin.;married;secondary;no;3;yes;no;cellular;28;jul;37;12;-1;0;unknown;no
4169;35;services;divorced;secondary;no;221;yes;no;cellular;14;may;150;1;360;1;failure;no
4170;50;self-employed;married;secondary;no;36;no;no;cellular;13;aug;104;10;-1;0;unknown;no
4171;42;blue-collar;married;primary;no;969;yes;no;cellular;13;may;721;1;-1;0;unknown;no
4172;36;services;single;secondary;no;760;no;no;unknown;20;jun;9;13;-1;0;unknown;no
4173;25;admin.;single;tertiary;no;220;no;no;cellular;26;may;68;1;-1;0;unknown;no
4174;42;management;single;tertiary;no;10907;no;no;cellular;4;may;74;3;-1;0;unknown;no
4175;27;student;single;tertiary;no;-148;yes;no;cellular;11;sep;146;3;224;1;other;no
4176;32;blue-collar;married;primary;no;415;yes;no;unknown;2;jun;777;4;-1;0;unknown;yes
4177;57;management;married;tertiary;no;1341;yes;no;unknown;8;may;339;2;-1;0;unknown;no
4178;48;blue-collar;married;secondary;no;865;yes;no;cellular;13;may;78;2;-1;0;unknown;no
4179;34;blue-collar;divorced;secondary;no;-566;yes;no;unknown;26;may;248;2;-1;0;unknown;no
4180;33;services;married;secondary;no;210;yes;yes;unknown;20;may;201;1;-1;0;unknown;no
4181;26;technician;single;secondary;no;1275;yes;no;unknown;20;jun;18;9;-1;0;unknown;no
4182;50;blue-collar;married;secondary;no;579;no;no;cellular;26;aug;83;4;-1;0;unknown;no
4183;60;technician;single;tertiary;no;2934;no;no;cellular;8;aug;233;2;-1;0;unknown;no
4184;47;management;married;tertiary;no;6637;yes;no;cellular;17;apr;174;2;-1;0;unknown;no
4185;31;management;married;tertiary;no;271;no;no;cellular;18;nov;89;1;-1;0;unknown;no
4186;52;technician;married;tertiary;no;0;no;no;cellular;9;aug;145;3;94;4;success;no
4187;36;services;married;secondary;no;472;yes;no;unknown;19;jun;1017;1;-1;0;unknown;no
4188;43;blue-collar;married;primary;no;487;yes;no;unknown;7;may;548;2;-1;0;unknown;no
4189;30;technician;single;tertiary;no;699;yes;no;cellular;11;aug;213;4;-1;0;unknown;no
4190;32;blue-collar;married;secondary;no;150;no;no;cellular;5;feb;210;1;-1;0;unknown;no
4191;31;management;single;tertiary;no;1130;yes;no;cellular;17;apr;224;3;74;4;failure;no
4192;29;management;single;secondary;no;584;yes;no;unknown;16;jun;541;19;-1;0;unknown;no
4193;48;services;divorced;secondary;no;3186;no;yes;cellular;9;apr;104;1;-1;0;unknown;no
4194;32;services;single;secondary;no;133;no;no;cellular;15;apr;171;1;-1;0;unknown;yes
4195;30;housemaid;single;tertiary;no;868;no;no;cellular;7;aug;387;2;-1;0;unknown;no
4196;48;blue-collar;married;secondary;no;480;yes;no;cellular;15;may;830;1;352;2;failure;yes
4197;51;blue-collar;married;unknown;no;1883;yes;no;unknown;5;may;57;1;-1;0;unknown;no
4198;34;management;married;tertiary;no;606;no;no;cellular;20;apr;97;1;-1;0;unknown;yes
4199;35;blue-collar;married;secondary;no;603;yes;no;cellular;17;apr;474;2;-1;0;unknown;no
4200;49;management;single;primary;no;548;no;no;telephone;31;jul;115;6;-1;0;unknown;no
4201;36;unemployed;married;secondary;no;-872;yes;yes;cellular;20;nov;153;1;183;1;failure;no
4202;37;blue-collar;divorced;secondary;no;33;yes;no;cellular;20;nov;106;2;167;1;failure;no
4203;37;management;married;tertiary;no;1689;yes;no;unknown;29;may;645;2;-1;0;unknown;no
4204;49;blue-collar;married;primary;no;902;no;no;unknown;9;jun;210;2;-1;0;unknown;no
4205;44;services;divorced;secondary;no;0;yes;yes;unknown;13;may;97;1;-1;0;unknown;no
4206;40;student;married;secondary;no;260;no;no;cellular;19;nov;52;1;152;6;failure;no
4207;57;technician;married;secondary;no;589;yes;no;cellular;2;feb;223;1;76;4;failure;no
4208;39;technician;married;secondary;no;626;yes;no;cellular;11;may;126;2;-1;0;unknown;no
4209;38;services;married;secondary;no;0;no;yes;cellular;16;jul;1473;6;-1;0;unknown;no
4210;51;blue-collar;divorced;secondary;no;78;yes;no;unknown;27;may;723;2;-1;0;unknown;no
4211;27;blue-collar;single;secondary;no;3792;no;no;cellular;22;apr;279;2;-1;0;unknown;yes
4212;38;blue-collar;single;tertiary;no;14058;no;no;telephone;17;jul;293;20;-1;0;unknown;no
4213;30;technician;single;secondary;no;-522;yes;yes;cellular;5;may;670;2;286;6;failure;yes
4214;36;student;single;unknown;no;386;no;no;unknown;18;jun;359;2;-1;0;unknown;no
4215;37;unemployed;married;secondary;no;1978;no;no;cellular;9;sep;404;1;182;1;success;yes
4216;53;admin.;married;secondary;no;459;no;no;cellular;14;oct;317;6;192;1;success;no
4217;38;unemployed;married;tertiary;no;2812;yes;no;cellular;30;apr;830;1;-1;0;unknown;yes
4218;48;management;married;tertiary;no;5057;no;yes;cellular;19;nov;37;1;-1;0;unknown;no
4219;26;housemaid;married;secondary;no;-759;yes;no;cellular;11;jul;191;1;-1;0;unknown;no
4220;33;blue-collar;single;secondary;no;-416;yes;no;unknown;16;may;767;2;-1;0;unknown;yes
4221;47;technician;married;unknown;no;2106;yes;no;unknown;6;may;168;1;-1;0;unknown;no
4222;45;management;divorced;tertiary;no;220;yes;no;unknown;18;jun;89;4;-1;0;unknown;no
4223;32;blue-collar;divorced;secondary;no;0;yes;no;unknown;2;jun;746;2;-1;0;unknown;no
4224;69;retired;married;unknown;no;426;no;no;telephone;9;mar;225;1;90;1;success;yes
4225;65;unknown;married;unknown;no;4717;no;no;telephone;6;aug;256;1;-1;0;unknown;yes
4226;37;blue-collar;married;secondary;no;395;yes;no;unknown;6;may;219;2;-1;0;unknown;no
4227;45;blue-collar;divorced;primary;no;0;yes;no;cellular;21;jul;211;2;-1;0;unknown;no
4228;36;blue-collar;married;secondary;no;-206;yes;no;unknown;8;may;177;2;-1;0;unknown;no
4229;62;self-employed;divorced;tertiary;no;6;yes;no;cellular;13;oct;216;1;183;4;success;yes
4230;37;management;married;tertiary;no;4039;no;yes;cellular;25;jul;106;2;-1;0;unknown;no
4231;39;services;divorced;secondary;no;687;yes;no;cellular;9;jul;869;1;-1;0;unknown;yes
4232;38;technician;single;secondary;no;-242;yes;no;cellular;18;may;1173;3;278;6;success;yes
4233;31;management;married;tertiary;no;582;yes;no;cellular;15;jul;58;2;-1;0;unknown;no
4234;58;blue-collar;divorced;primary;no;8218;yes;no;cellular;31;jul;124;10;-1;0;unknown;no
4235;44;management;single;tertiary;no;1424;yes;no;cellular;8;aug;201;2;-1;0;unknown;no
4236;31;blue-collar;married;secondary;no;92;yes;no;unknown;16;may;688;1;-1;0;unknown;yes
4237;33;technician;single;secondary;no;2085;no;no;cellular;9;feb;501;2;-1;0;unknown;yes
4238;36;technician;single;tertiary;no;197;no;no;cellular;30;apr;260;1;-1;0;unknown;yes
4239;31;technician;single;secondary;no;2305;no;no;cellular;4;aug;139;1;-1;0;unknown;no
4240;45;admin.;married;secondary;no;-547;yes;no;unknown;3;jun;214;2;-1;0;unknown;no
4241;30;technician;single;tertiary;no;411;no;no;cellular;21;apr;142;1;-1;0;unknown;no
4242;34;blue-collar;married;secondary;no;584;yes;no;cellular;18;jul;154;2;-1;0;unknown;no
4243;34;management;married;tertiary;no;997;yes;yes;cellular;21;nov;81;1;-1;0;unknown;no
4244;39;admin.;divorced;secondary;no;83;yes;no;cellular;30;jul;69;6;-1;0;unknown;no
4245;41;management;married;tertiary;no;6563;no;no;cellular;27;aug;136;8;-1;0;unknown;no
4246;32;services;single;secondary;no;0;yes;no;cellular;31;jul;99;13;-1;0;unknown;no
4247;32;management;single;tertiary;no;0;no;no;cellular;21;nov;9;6;-1;0;unknown;no
4248;36;blue-collar;married;primary;no;398;yes;no;unknown;12;jun;278;1;-1;0;unknown;no
4249;35;admin.;married;tertiary;no;1145;yes;no;cellular;2;feb;82;2;-1;0;unknown;no
4250;32;management;single;tertiary;no;2;yes;no;cellular;11;sep;100;2;-1;0;unknown;yes
4251;33;management;single;tertiary;no;201;yes;no;cellular;19;nov;171;1;183;1;failure;no
4252;49;entrepreneur;married;primary;no;563;no;no;unknown;19;jun;84;1;-1;0;unknown;no
4253;35;management;married;tertiary;no;3161;no;no;cellular;8;aug;433;2;-1;0;unknown;no
4254;31;technician;married;secondary;no;0;no;yes;cellular;15;jul;624;6;-1;0;unknown;no
4255;42;management;married;secondary;no;1331;no;no;cellular;23;jul;698;2;-1;0;unknown;no
4256;34;housemaid;married;primary;no;2929;no;no;cellular;14;aug;518;2;-1;0;unknown;yes
4257;32;services;married;secondary;yes;-220;yes;yes;cellular;25;jul;123;2;-1;0;unknown;no
4258;29;management;single;tertiary;no;5980;yes;no;unknown;28;may;317;1;-1;0;unknown;no
4259;32;services;single;secondary;no;48;yes;no;cellular;20;apr;8;3;-1;0;unknown;no
4260;50;housemaid;single;unknown;no;0;no;no;telephone;28;jul;118;8;-1;0;unknown;no
4261;58;retired;married;secondary;no;3382;no;yes;cellular;28;may;294;2;309;2;failure;no
4262;59;technician;married;secondary;no;2308;no;no;cellular;30;apr;815;1;87;1;other;yes
4263;25;student;married;tertiary;no;10;yes;no;cellular;21;jul;857;4;-1;0;unknown;yes
4264;57;services;married;secondary;no;162;yes;no;unknown;5;may;174;1;-1;0;unknown;no
4265;30;blue-collar;single;secondary;no;1073;yes;no;cellular;5;may;1130;4;-1;0;unknown;no
4266;26;services;single;secondary;no;1700;yes;no;cellular;7;may;13;5;-1;0;unknown;no
